datum,gewest,jaar,periode,nieuwbouw_woningen_maand,nieuwbouw_woningen_trend
1996-01-01,Vlaams Gewest,1996,1,2324.0,2324.0
1996-02-01,Vlaams Gewest,1996,2,2560.0,2442.0
1996-03-01,Vlaams Gewest,1996,3,3448.0,2777.3
1996-04-01,Vlaams Gewest,1996,4,3029.0,2840.2
1996-05-01,Vlaams Gewest,1996,5,3252.0,3072.2
1996-06-01,Vlaams Gewest,1996,6,3408.0,3284.2
1996-07-01,Vlaams Gewest,1996,7,3620.0,3327.2
1996-08-01,Vlaams Gewest,1996,8,2215.0,3123.8
1996-09-01,Vlaams Gewest,1996,9,2860.0,3025.8
1996-10-01,Vlaams Gewest,1996,10,2559.0,2813.5
1996-11-01,Vlaams Gewest,1996,11,2163.0,2449.2
1996-12-01,Vlaams Gewest,1996,12,2634.0,2554.0
1997-01-01,Vlaams Gewest,1997,1,2132.0,2372.0
1997-02-01,Vlaams Gewest,1997,2,2006.0,2233.8
1997-03-01,Vlaams Gewest,1997,3,2323.0,2273.8
1997-04-01,Vlaams Gewest,1997,4,2649.0,2277.5
1997-05-01,Vlaams Gewest,1997,5,2320.0,2324.5
1997-06-01,Vlaams Gewest,1997,6,2967.0,2564.8
1997-07-01,Vlaams Gewest,1997,7,2672.0,2652.0
1997-08-01,Vlaams Gewest,1997,8,2081.0,2510.0
1997-09-01,Vlaams Gewest,1997,9,3167.0,2721.8
1997-10-01,Vlaams Gewest,1997,10,2758.0,2669.5
1997-11-01,Vlaams Gewest,1997,11,2659.0,2666.2
1997-12-01,Vlaams Gewest,1997,12,5294.0,3469.5
1998-01-01,Vlaams Gewest,1998,1,1145.0,2964.0
1998-02-01,Vlaams Gewest,1998,2,1586.0,2671.0
1998-03-01,Vlaams Gewest,1998,3,2614.0,2659.8
1998-04-01,Vlaams Gewest,1998,4,2239.0,1896.0
1998-05-01,Vlaams Gewest,1998,5,1912.0,2087.8
1998-06-01,Vlaams Gewest,1998,6,2907.0,2418.0
1998-07-01,Vlaams Gewest,1998,7,2496.0,2388.5
1998-08-01,Vlaams Gewest,1998,8,2345.0,2415.0
1998-09-01,Vlaams Gewest,1998,9,2280.0,2507.0
1998-10-01,Vlaams Gewest,1998,10,2018.0,2284.8
1998-11-01,Vlaams Gewest,1998,11,1920.0,2140.8
1998-12-01,Vlaams Gewest,1998,12,2196.0,2103.5
1999-01-01,Vlaams Gewest,1999,1,2044.0,2044.5
1999-02-01,Vlaams Gewest,1999,2,2242.0,2100.5
1999-03-01,Vlaams Gewest,1999,3,3106.0,2397.0
1999-04-01,Vlaams Gewest,1999,4,2148.0,2385.0
1999-05-01,Vlaams Gewest,1999,5,2240.0,2434.0
1999-06-01,Vlaams Gewest,1999,6,2747.0,2560.2
1999-07-01,Vlaams Gewest,1999,7,2397.0,2383.0
1999-08-01,Vlaams Gewest,1999,8,2591.0,2493.8
1999-09-01,Vlaams Gewest,1999,9,2531.0,2566.5
1999-10-01,Vlaams Gewest,1999,10,2510.0,2507.2
1999-11-01,Vlaams Gewest,1999,11,2057.0,2422.2
1999-12-01,Vlaams Gewest,1999,12,3092.0,2547.5
2000-01-01,Vlaams Gewest,2000,1,2092.0,2437.8
2000-02-01,Vlaams Gewest,2000,2,2617.0,2464.5
2000-03-01,Vlaams Gewest,2000,3,2794.0,2648.8
2000-04-01,Vlaams Gewest,2000,4,2455.0,2489.5
2000-05-01,Vlaams Gewest,2000,5,2319.0,2546.2
2000-06-01,Vlaams Gewest,2000,6,2383.0,2487.8
2000-07-01,Vlaams Gewest,2000,7,2513.0,2417.5
2000-08-01,Vlaams Gewest,2000,8,2553.0,2442.0
2000-09-01,Vlaams Gewest,2000,9,2341.0,2447.5
2000-10-01,Vlaams Gewest,2000,10,2540.0,2486.8
2000-11-01,Vlaams Gewest,2000,11,2370.0,2451.0
2000-12-01,Vlaams Gewest,2000,12,2122.0,2343.2
2001-01-01,Vlaams Gewest,2001,1,2301.0,2333.2
2001-02-01,Vlaams Gewest,2001,2,2512.0,2326.2
2001-03-01,Vlaams Gewest,2001,3,3145.0,2520.0
2001-04-01,Vlaams Gewest,2001,4,2741.0,2674.8
2001-05-01,Vlaams Gewest,2001,5,2548.0,2736.5
2001-06-01,Vlaams Gewest,2001,6,1987.0,2605.2
2001-07-01,Vlaams Gewest,2001,7,2281.0,2389.2
2001-08-01,Vlaams Gewest,2001,8,2016.0,2208.0
2001-09-01,Vlaams Gewest,2001,9,2434.0,2179.5
2001-10-01,Vlaams Gewest,2001,10,2637.0,2342.0
2001-11-01,Vlaams Gewest,2001,11,1831.0,2229.5
2001-12-01,Vlaams Gewest,2001,12,1851.0,2188.2
2002-01-01,Vlaams Gewest,2002,1,1839.0,2039.5
2002-02-01,Vlaams Gewest,2002,2,2609.0,2032.5
2002-03-01,Vlaams Gewest,2002,3,2417.0,2179.0
2002-04-01,Vlaams Gewest,2002,4,2394.0,2314.8
2002-05-01,Vlaams Gewest,2002,5,2372.0,2448.0
2002-06-01,Vlaams Gewest,2002,6,2717.0,2475.0
2002-07-01,Vlaams Gewest,2002,7,2998.0,2620.2
2002-08-01,Vlaams Gewest,2002,8,2538.0,2656.2
2002-09-01,Vlaams Gewest,2002,9,3007.0,2815.0
2002-10-01,Vlaams Gewest,2002,10,2475.0,2754.5
2002-11-01,Vlaams Gewest,2002,11,2175.0,2548.8
2002-12-01,Vlaams Gewest,2002,12,2465.0,2530.5
2003-01-01,Vlaams Gewest,2003,1,2279.0,2348.5
2003-02-01,Vlaams Gewest,2003,2,2323.0,2310.5
2003-03-01,Vlaams Gewest,2003,3,2746.0,2453.2
2003-04-01,Vlaams Gewest,2003,4,2601.0,2487.2
2003-05-01,Vlaams Gewest,2003,5,2486.0,2539.0
2003-06-01,Vlaams Gewest,2003,6,2718.0,2637.8
2003-07-01,Vlaams Gewest,2003,7,2646.0,2612.8
2003-08-01,Vlaams Gewest,2003,8,2551.0,2600.2
2003-09-01,Vlaams Gewest,2003,9,2712.0,2656.8
2003-10-01,Vlaams Gewest,2003,10,2606.0,2628.8
2003-11-01,Vlaams Gewest,2003,11,2365.0,2558.5
2003-12-01,Vlaams Gewest,2003,12,3533.0,2804.0
2004-01-01,Vlaams Gewest,2004,1,3509.0,3003.2
2004-02-01,Vlaams Gewest,2004,2,2912.0,3079.8
2004-03-01,Vlaams Gewest,2004,3,3599.0,3388.2
2004-04-01,Vlaams Gewest,2004,4,2719.0,3184.8
2004-05-01,Vlaams Gewest,2004,5,2869.0,3024.8
2004-06-01,Vlaams Gewest,2004,6,4085.0,3318.0
2004-07-01,Vlaams Gewest,2004,7,2686.0,3089.8
2004-08-01,Vlaams Gewest,2004,8,2545.0,3046.2
2004-09-01,Vlaams Gewest,2004,9,3071.0,3096.8
2004-10-01,Vlaams Gewest,2004,10,3388.0,2922.5
2004-11-01,Vlaams Gewest,2004,11,2652.0,2914.0
2004-12-01,Vlaams Gewest,2004,12,3190.0,3075.2
2005-01-01,Vlaams Gewest,2005,1,2885.0,3028.8
2005-02-01,Vlaams Gewest,2005,2,3295.0,3005.5
2005-03-01,Vlaams Gewest,2005,3,3818.0,3297.0
2005-04-01,Vlaams Gewest,2005,4,3226.0,3306.0
2005-05-01,Vlaams Gewest,2005,5,3953.0,3573.0
2005-06-01,Vlaams Gewest,2005,6,3810.0,3701.8
2005-07-01,Vlaams Gewest,2005,7,2877.0,3466.5
2005-08-01,Vlaams Gewest,2005,8,3515.0,3538.8
2005-09-01,Vlaams Gewest,2005,9,3708.0,3477.5
2005-10-01,Vlaams Gewest,2005,10,3450.0,3387.5
2005-11-01,Vlaams Gewest,2005,11,3360.0,3508.2
2005-12-01,Vlaams Gewest,2005,12,4110.0,3657.0
2006-01-01,Vlaams Gewest,2006,1,4385.0,3826.2
2006-02-01,Vlaams Gewest,2006,2,3729.0,3896.0
2006-03-01,Vlaams Gewest,2006,3,4309.0,4133.2
2006-04-01,Vlaams Gewest,2006,4,3506.0,3982.2
2006-05-01,Vlaams Gewest,2006,5,3690.0,3808.5
2006-06-01,Vlaams Gewest,2006,6,3911.0,3854.0
2006-07-01,Vlaams Gewest,2006,7,2952.0,3514.8
2006-08-01,Vlaams Gewest,2006,8,3324.0,3469.2
2006-09-01,Vlaams Gewest,2006,9,3418.0,3401.2
2006-10-01,Vlaams Gewest,2006,10,3499.0,3298.2
2006-11-01,Vlaams Gewest,2006,11,2772.0,3253.2
2006-12-01,Vlaams Gewest,2006,12,2918.0,3151.8
2007-01-01,Vlaams Gewest,2007,1,3184.0,3093.2
2007-02-01,Vlaams Gewest,2007,2,3015.0,2972.2
2007-03-01,Vlaams Gewest,2007,3,3486.0,3150.8
2007-04-01,Vlaams Gewest,2007,4,3019.0,3176.0
2007-05-01,Vlaams Gewest,2007,5,2624.0,3036.0
2007-06-01,Vlaams Gewest,2007,6,3534.0,3165.8
2007-07-01,Vlaams Gewest,2007,7,2850.0,3006.8
2007-08-01,Vlaams Gewest,2007,8,3138.0,3036.5
2007-09-01,Vlaams Gewest,2007,9,2589.0,3027.8
2007-10-01,Vlaams Gewest,2007,10,3662.0,3059.8
2007-11-01,Vlaams Gewest,2007,11,2815.0,3051.0
2007-12-01,Vlaams Gewest,2007,12,2594.0,2915.0
2008-01-01,Vlaams Gewest,2008,1,2935.0,3001.5
2008-02-01,Vlaams Gewest,2008,2,3436.0,2945.0
2008-03-01,Vlaams Gewest,2008,3,2929.0,2973.5
2008-04-01,Vlaams Gewest,2008,4,3014.0,3078.5
2008-05-01,Vlaams Gewest,2008,5,2878.0,3064.2
2008-06-01,Vlaams Gewest,2008,6,3379.0,3050.0
2008-07-01,Vlaams Gewest,2008,7,2590.0,2965.2
2008-08-01,Vlaams Gewest,2008,8,2575.0,2855.5
2008-09-01,Vlaams Gewest,2008,9,3147.0,2922.8
2008-10-01,Vlaams Gewest,2008,10,2649.0,2740.2
2008-11-01,Vlaams Gewest,2008,11,2863.0,2808.5
2008-12-01,Vlaams Gewest,2008,12,3076.0,2933.8
2009-01-01,Vlaams Gewest,2009,1,2255.0,2710.8
2009-02-01,Vlaams Gewest,2009,2,2364.0,2639.5
2009-03-01,Vlaams Gewest,2009,3,2650.0,2586.2
2009-04-01,Vlaams Gewest,2009,4,2547.0,2454.0
2009-05-01,Vlaams Gewest,2009,5,2352.0,2478.2
2009-06-01,Vlaams Gewest,2009,6,2863.0,2603.0
2009-07-01,Vlaams Gewest,2009,7,2599.0,2590.2
2009-08-01,Vlaams Gewest,2009,8,2426.0,2560.0
2009-09-01,Vlaams Gewest,2009,9,2641.0,2632.2
2009-10-01,Vlaams Gewest,2009,10,2946.0,2653.0
2009-11-01,Vlaams Gewest,2009,11,2392.0,2601.2
2009-12-01,Vlaams Gewest,2009,12,2342.0,2580.2
2010-01-01,Vlaams Gewest,2010,1,2523.0,2550.8
2010-02-01,Vlaams Gewest,2010,2,3065.0,2580.5
2010-03-01,Vlaams Gewest,2010,3,3794.0,2931.0
2010-04-01,Vlaams Gewest,2010,4,3602.0,3246.0
2010-05-01,Vlaams Gewest,2010,5,4296.0,3689.2
2010-06-01,Vlaams Gewest,2010,6,4934.0,4156.5
2010-07-01,Vlaams Gewest,2010,7,3510.0,4085.5
2010-08-01,Vlaams Gewest,2010,8,1723.0,3615.8
2010-09-01,Vlaams Gewest,2010,9,1533.0,2925.0
2010-10-01,Vlaams Gewest,2010,10,1951.0,2179.2
2010-11-01,Vlaams Gewest,2010,11,1784.0,1747.8
2010-12-01,Vlaams Gewest,2010,12,2225.0,1873.2
2011-01-01,Vlaams Gewest,2011,1,2174.0,2033.5
2011-02-01,Vlaams Gewest,2011,2,2177.0,2090.0
2011-03-01,Vlaams Gewest,2011,3,2761.0,2334.2
2011-04-01,Vlaams Gewest,2011,4,2199.0,2327.8
2011-05-01,Vlaams Gewest,2011,5,2616.0,2438.2
2011-06-01,Vlaams Gewest,2011,6,2252.0,2457.0
2011-07-01,Vlaams Gewest,2011,7,2015.0,2270.5
2011-08-01,Vlaams Gewest,2011,8,2735.0,2404.5
2011-09-01,Vlaams Gewest,2011,9,2826.0,2457.0
2011-10-01,Vlaams Gewest,2011,10,3008.0,2646.0
2011-11-01,Vlaams Gewest,2011,11,2337.0,2726.5
2011-12-01,Vlaams Gewest,2011,12,3164.0,2833.8
2012-01-01,Vlaams Gewest,2012,1,3107.0,2904.0
2012-02-01,Vlaams Gewest,2012,2,2970.0,2894.5
2012-03-01,Vlaams Gewest,2012,3,4038.0,3319.8
2012-04-01,Vlaams Gewest,2012,4,4091.0,3551.5
2012-05-01,Vlaams Gewest,2012,5,2383.0,3370.5
2012-06-01,Vlaams Gewest,2012,6,2503.0,3253.8
2012-07-01,Vlaams Gewest,2012,7,2599.0,2894.0
2012-08-01,Vlaams Gewest,2012,8,2293.0,2444.5
2012-09-01,Vlaams Gewest,2012,9,2654.0,2512.2
2012-10-01,Vlaams Gewest,2012,10,2770.0,2579.0
2012-11-01,Vlaams Gewest,2012,11,2318.0,2508.8
2012-12-01,Vlaams Gewest,2012,12,2121.0,2465.8
2013-01-01,Vlaams Gewest,2013,1,2656.0,2466.2
2013-02-01,Vlaams Gewest,2013,2,2593.0,2422.0
2013-03-01,Vlaams Gewest,2013,3,3871.0,2810.2
2013-04-01,Vlaams Gewest,2013,4,3226.0,3086.5
2013-05-01,Vlaams Gewest,2013,5,2241.0,2982.8
2013-06-01,Vlaams Gewest,2013,6,3289.0,3156.8
2013-07-01,Vlaams Gewest,2013,7,2964.0,2930.0
2013-08-01,Vlaams Gewest,2013,8,2536.0,2757.5
2013-09-01,Vlaams Gewest,2013,9,2875.0,2916.0
2013-10-01,Vlaams Gewest,2013,10,3282.0,2914.2
2013-11-01,Vlaams Gewest,2013,11,2445.0,2784.5
2013-12-01,Vlaams Gewest,2013,12,3517.0,3029.8
2014-01-01,Vlaams Gewest,2014,1,3618.0,3215.5
2014-02-01,Vlaams Gewest,2014,2,4839.0,3604.8
2014-03-01,Vlaams Gewest,2014,3,6250.0,4556.0
2014-04-01,Vlaams Gewest,2014,4,7583.0,5572.5
2014-05-01,Vlaams Gewest,2014,5,2897.0,5392.2
2014-06-01,Vlaams Gewest,2014,6,1780.0,4627.5
2014-07-01,Vlaams Gewest,2014,7,1773.0,3508.2
2014-08-01,Vlaams Gewest,2014,8,1822.0,2068.0
2014-09-01,Vlaams Gewest,2014,9,2484.0,1964.8
2014-10-01,Vlaams Gewest,2014,10,2268.0,2086.8
2014-11-01,Vlaams Gewest,2014,11,2343.0,2229.2
2014-12-01,Vlaams Gewest,2014,12,2490.0,2396.2
2015-01-01,Vlaams Gewest,2015,1,2556.0,2414.2
2015-02-01,Vlaams Gewest,2015,2,1808.0,2299.2
2015-03-01,Vlaams Gewest,2015,3,3630.0,2621.0
2015-04-01,Vlaams Gewest,2015,4,3028.0,2755.5
2015-05-01,Vlaams Gewest,2015,5,2487.0,2738.2
2015-06-01,Vlaams Gewest,2015,6,2904.0,3012.2
2015-07-01,Vlaams Gewest,2015,7,2513.0,2733.0
2015-08-01,Vlaams Gewest,2015,8,3201.0,2776.2
2015-09-01,Vlaams Gewest,2015,9,2965.0,2895.8
2015-10-01,Vlaams Gewest,2015,10,3462.0,3035.2
2015-11-01,Vlaams Gewest,2015,11,2522.0,3037.5
2015-12-01,Vlaams Gewest,2015,12,2196.0,2786.2
2016-01-01,Vlaams Gewest,2016,1,2868.0,2762.0
2016-02-01,Vlaams Gewest,2016,2,4111.0,2924.2
2016-03-01,Vlaams Gewest,2016,3,5297.0,3618.0
2016-04-01,Vlaams Gewest,2016,4,6718.0,4748.5
2016-05-01,Vlaams Gewest,2016,5,3670.0,4949.0
2016-06-01,Vlaams Gewest,2016,6,2207.0,4473.0
2016-07-01,Vlaams Gewest,2016,7,1882.0,3619.2
2016-08-01,Vlaams Gewest,2016,8,3065.0,2706.0
2016-09-01,Vlaams Gewest,2016,9,2948.0,2525.5
2016-10-01,Vlaams Gewest,2016,10,2457.0,2588.0
2016-11-01,Vlaams Gewest,2016,11,1828.0,2574.5
2016-12-01,Vlaams Gewest,2016,12,2491.0,2431.0
2017-01-01,Vlaams Gewest,2017,1,2686.0,2365.5
2017-02-01,Vlaams Gewest,2017,2,2227.0,2308.0
2017-03-01,Vlaams Gewest,2017,3,3379.0,2695.8
2017-04-01,Vlaams Gewest,2017,4,2676.0,2742.0
2017-05-01,Vlaams Gewest,2017,5,3553.0,2958.8
2017-06-01,Vlaams Gewest,2017,6,3583.0,3297.8
2017-07-01,Vlaams Gewest,2017,7,1923.0,2933.8
2017-08-01,Vlaams Gewest,2017,8,1970.0,2757.2
2017-09-01,Vlaams Gewest,2017,9,3424.0,2725.0
2017-10-01,Vlaams Gewest,2017,10,4665.0,2995.5
2017-11-01,Vlaams Gewest,2017,11,3239.0,3324.5
2017-12-01,Vlaams Gewest,2017,12,3644.0,3743.0
2018-01-01,Vlaams Gewest,2018,1,3427.0,3743.8
2018-02-01,Vlaams Gewest,2018,2,4229.0,3634.8
2018-03-01,Vlaams Gewest,2018,3,5951.0,4312.8
2018-04-01,Vlaams Gewest,2018,4,6128.0,4933.8
2018-05-01,Vlaams Gewest,2018,5,6661.0,5742.2
2018-06-01,Vlaams Gewest,2018,6,3414.0,5538.5
2018-07-01,Vlaams Gewest,2018,7,2965.0,4792.0
2018-08-01,Vlaams Gewest,2018,8,2745.0,3946.2
2018-09-01,Vlaams Gewest,2018,9,3251.0,3093.8
2018-10-01,Vlaams Gewest,2018,10,3763.0,3181.0
2018-11-01,Vlaams Gewest,2018,11,3244.0,3250.8
2018-12-01,Vlaams Gewest,2018,12,3712.0,3492.5
2019-01-01,Vlaams Gewest,2019,1,3039.0,3439.5
2019-02-01,Vlaams Gewest,2019,2,3053.0,3262.0
2019-03-01,Vlaams Gewest,2019,3,3815.0,3404.8
2019-04-01,Vlaams Gewest,2019,4,3851.0,3439.5
2019-05-01,Vlaams Gewest,2019,5,3293.0,3503.0
2019-06-01,Vlaams Gewest,2019,6,3514.0,3618.2
2019-07-01,Vlaams Gewest,2019,7,4086.0,3686.0
2019-08-01,Vlaams Gewest,2019,8,3355.0,3562.0
2019-09-01,Vlaams Gewest,2019,9,4129.0,3771.0
2019-10-01,Vlaams Gewest,2019,10,4287.0,3964.2
2019-11-01,Vlaams Gewest,2019,11,3233.0,3751.0
2019-12-01,Vlaams Gewest,2019,12,3244.0,3723.2
2020-01-01,Vlaams Gewest,2020,1,3151.0,3478.8
2020-02-01,Vlaams Gewest,2020,2,3397.0,3256.2
2020-03-01,Vlaams Gewest,2020,3,4888.0,3670.0
2020-04-01,Vlaams Gewest,2020,4,3296.0,3683.0
2020-05-01,Vlaams Gewest,2020,5,2910.0,3622.8
2020-06-01,Vlaams Gewest,2020,6,3501.0,3648.8
2020-07-01,Vlaams Gewest,2020,7,3437.0,3286.0
2020-08-01,Vlaams Gewest,2020,8,3562.0,3352.5
2020-09-01,Vlaams Gewest,2020,9,3309.0,3452.2
2020-10-01,Vlaams Gewest,2020,10,4186.0,3623.5
2020-11-01,Vlaams Gewest,2020,11,3831.0,3722.0
2020-12-01,Vlaams Gewest,2020,12,3871.0,3799.2
2021-01-01,Vlaams Gewest,2021,1,3785.0,3918.2
2021-02-01,Vlaams Gewest,2021,2,3435.0,3730.5
2021-03-01,Vlaams Gewest,2021,3,4413.0,3876.0
2021-04-01,Vlaams Gewest,2021,4,3772.0,3851.2
2021-05-01,Vlaams Gewest,2021,5,3534.0,3788.5
2021-06-01,Vlaams Gewest,2021,6,4417.0,4034.0
2021-07-01,Vlaams Gewest,2021,7,3395.0,3779.5
2021-08-01,Vlaams Gewest,2021,8,3307.0,3663.2
2021-09-01,Vlaams Gewest,2021,9,3706.0,3706.2
2021-10-01,Vlaams Gewest,2021,10,3761.0,3542.2
2021-11-01,Vlaams Gewest,2021,11,3180.0,3488.5
2021-12-01,Vlaams Gewest,2021,12,3274.0,3480.2
2022-01-01,Vlaams Gewest,2022,1,3248.0,3365.8
2022-02-01,Vlaams Gewest,2022,2,3420.0,3280.5
2022-03-01,Vlaams Gewest,2022,3,4943.0,3721.2
2022-04-01,Vlaams Gewest,2022,4,2940.0,3637.8
2022-05-01,Vlaams Gewest,2022,5,4161.0,3866.0
2022-06-01,Vlaams Gewest,2022,6,3492.0,3884.0
2022-07-01,Vlaams Gewest,2022,7,2681.0,3318.5
2022-08-01,Vlaams Gewest,2022,8,3334.0,3417.0
2022-09-01,Vlaams Gewest,2022,9,3391.0,3224.5
2022-10-01,Vlaams Gewest,2022,10,2991.0,3099.2
2022-11-01,Vlaams Gewest,2022,11,2786.0,3125.5
2022-12-01,Vlaams Gewest,2022,12,2778.0,2986.5
2023-01-01,Vlaams Gewest,2023,1,3164.0,2929.8
2023-02-01,Vlaams Gewest,2023,2,2825.0,2888.2
2023-03-01,Vlaams Gewest,2023,3,3375.0,3035.5
2023-04-01,Vlaams Gewest,2023,4,2874.0,3059.5
2023-05-01,Vlaams Gewest,2023,5,3197.0,3067.8
2023-06-01,Vlaams Gewest,2023,6,3496.0,3235.5
2023-07-01,Vlaams Gewest,2023,7,2958.0,3131.2
2023-08-01,Vlaams Gewest,2023,8,1955.0,2901.5
2023-09-01,Vlaams Gewest,2023,9,3151.0,2890.0
2023-10-01,Vlaams Gewest,2023,10,3928.0,2998.0
2023-11-01,Vlaams Gewest,2023,11,2901.0,2983.8
2023-12-01,Vlaams Gewest,2023,12,2893.0,3218.2
2024-01-01,Vlaams Gewest,2024,1,2447.0,3042.2
2024-02-01,Vlaams Gewest,2024,2,2095.0,2584.0
2024-03-01,Vlaams Gewest,2024,3,3271.0,2676.5
2024-04-01,Vlaams Gewest,2024,4,3124.0,2734.2
2024-05-01,Vlaams Gewest,2024,5,2520.0,2752.5
2024-06-01,Vlaams Gewest,2024,6,2952.0,2966.8
2024-07-01,Vlaams Gewest,2024,7,2814.0,2852.5
2024-08-01,Vlaams Gewest,2024,8,2190.0,2619.0
2024-09-01,Vlaams Gewest,2024,9,3006.0,2740.5
2024-10-01,Vlaams Gewest,2024,10,2615.0,2656.2
2024-11-01,Vlaams Gewest,2024,11,2633.0,2611.0
2024-12-01,Vlaams Gewest,2024,12,2470.0,2681.0
2025-01-01,Vlaams Gewest,2025,1,2268.0,2496.5
2025-02-01,Vlaams Gewest,2025,2,2362.0,2433.2
2025-03-01,Vlaams Gewest,2025,3,2556.0,2414.0
2025-04-01,Vlaams Gewest,2025,4,2899.0,2521.2
2025-05-01,Vlaams Gewest,2025,5,2370.0,2546.8
1996-01-01,Waals Gewest,1996,1,789.0,789.0
1996-02-01,Waals Gewest,1996,2,876.0,832.5
1996-03-01,Waals Gewest,1996,3,961.0,875.3
1996-04-01,Waals Gewest,1996,4,1057.0,920.8
1996-05-01,Waals Gewest,1996,5,1199.0,1023.2
1996-06-01,Waals Gewest,1996,6,1436.0,1163.2
1996-07-01,Waals Gewest,1996,7,1279.0,1242.8
1996-08-01,Waals Gewest,1996,8,1198.0,1278.0
1996-09-01,Waals Gewest,1996,9,1113.0,1256.5
1996-10-01,Waals Gewest,1996,10,1101.0,1172.8
1996-11-01,Waals Gewest,1996,11,1117.0,1132.2
1996-12-01,Waals Gewest,1996,12,951.0,1070.5
1997-01-01,Waals Gewest,1997,1,812.0,995.2
1997-02-01,Waals Gewest,1997,2,1023.0,975.8
1997-03-01,Waals Gewest,1997,3,1135.0,980.2
1997-04-01,Waals Gewest,1997,4,1344.0,1078.5
1997-05-01,Waals Gewest,1997,5,984.0,1121.5
1997-06-01,Waals Gewest,1997,6,1274.0,1184.2
1997-07-01,Waals Gewest,1997,7,1368.0,1242.5
1997-08-01,Waals Gewest,1997,8,977.0,1150.8
1997-09-01,Waals Gewest,1997,9,1504.0,1280.8
1997-10-01,Waals Gewest,1997,10,1190.0,1259.8
1997-11-01,Waals Gewest,1997,11,1168.0,1209.8
1997-12-01,Waals Gewest,1997,12,2227.0,1522.2
1998-01-01,Waals Gewest,1998,1,507.0,1273.0
1998-02-01,Waals Gewest,1998,2,686.0,1147.0
1998-03-01,Waals Gewest,1998,3,920.0,1085.0
1998-04-01,Waals Gewest,1998,4,1002.0,778.8
1998-05-01,Waals Gewest,1998,5,1076.0,921.0
1998-06-01,Waals Gewest,1998,6,1278.0,1069.0
1998-07-01,Waals Gewest,1998,7,904.0,1065.0
1998-08-01,Waals Gewest,1998,8,1079.0,1084.2
1998-09-01,Waals Gewest,1998,9,985.0,1061.5
1998-10-01,Waals Gewest,1998,10,765.0,933.2
1998-11-01,Waals Gewest,1998,11,703.0,883.0
1998-12-01,Waals Gewest,1998,12,812.0,816.2
1999-01-01,Waals Gewest,1999,1,940.0,805.0
1999-02-01,Waals Gewest,1999,2,835.0,822.5
1999-03-01,Waals Gewest,1999,3,1203.0,947.5
1999-04-01,Waals Gewest,1999,4,1108.0,1021.5
1999-05-01,Waals Gewest,1999,5,1264.0,1102.5
1999-06-01,Waals Gewest,1999,6,1384.0,1239.8
1999-07-01,Waals Gewest,1999,7,1022.0,1194.5
1999-08-01,Waals Gewest,1999,8,1429.0,1274.8
1999-09-01,Waals Gewest,1999,9,980.0,1203.8
1999-10-01,Waals Gewest,1999,10,1117.0,1137.0
1999-11-01,Waals Gewest,1999,11,1246.0,1193.0
1999-12-01,Waals Gewest,1999,12,898.0,1060.2
2000-01-01,Waals Gewest,2000,1,1228.0,1122.2
2000-02-01,Waals Gewest,2000,2,1164.0,1134.0
2000-03-01,Waals Gewest,2000,3,1048.0,1084.5
2000-04-01,Waals Gewest,2000,4,900.0,1085.0
2000-05-01,Waals Gewest,2000,5,1188.0,1075.0
2000-06-01,Waals Gewest,2000,6,951.0,1021.8
2000-07-01,Waals Gewest,2000,7,933.0,993.0
2000-08-01,Waals Gewest,2000,8,1041.0,1028.2
2000-09-01,Waals Gewest,2000,9,820.0,936.2
2000-10-01,Waals Gewest,2000,10,829.0,905.8
2000-11-01,Waals Gewest,2000,11,677.0,841.8
2000-12-01,Waals Gewest,2000,12,720.0,761.5
2001-01-01,Waals Gewest,2001,1,846.0,768.0
2001-02-01,Waals Gewest,2001,2,842.0,771.2
2001-03-01,Waals Gewest,2001,3,1137.0,886.2
2001-04-01,Waals Gewest,2001,4,961.0,946.5
2001-05-01,Waals Gewest,2001,5,1008.0,987.0
2001-06-01,Waals Gewest,2001,6,872.0,994.5
2001-07-01,Waals Gewest,2001,7,1094.0,983.8
2001-08-01,Waals Gewest,2001,8,905.0,969.8
2001-09-01,Waals Gewest,2001,9,622.0,873.2
2001-10-01,Waals Gewest,2001,10,1068.0,922.2
2001-11-01,Waals Gewest,2001,11,760.0,838.8
2001-12-01,Waals Gewest,2001,12,809.0,814.8
2002-01-01,Waals Gewest,2002,1,838.0,868.8
2002-02-01,Waals Gewest,2002,2,1008.0,853.8
2002-03-01,Waals Gewest,2002,3,838.0,873.2
2002-04-01,Waals Gewest,2002,4,1057.0,935.2
2002-05-01,Waals Gewest,2002,5,904.0,951.8
2002-06-01,Waals Gewest,2002,6,803.0,900.5
2002-07-01,Waals Gewest,2002,7,810.0,893.5
2002-08-01,Waals Gewest,2002,8,992.0,877.2
2002-09-01,Waals Gewest,2002,9,667.0,818.0
2002-10-01,Waals Gewest,2002,10,803.0,818.0
2002-11-01,Waals Gewest,2002,11,611.0,768.2
2002-12-01,Waals Gewest,2002,12,712.0,698.2
2003-01-01,Waals Gewest,2003,1,785.0,727.8
2003-02-01,Waals Gewest,2003,2,599.0,676.8
2003-03-01,Waals Gewest,2003,3,1008.0,776.0
2003-04-01,Waals Gewest,2003,4,1136.0,882.0
2003-05-01,Waals Gewest,2003,5,931.0,918.5
2003-06-01,Waals Gewest,2003,6,1051.0,1031.5
2003-07-01,Waals Gewest,2003,7,956.0,1018.5
